公司名称,关闭时间,成立时间,产品简介,行业,地点,获投状态,存活天数,logo,行业标签,关闭原因
好过教育,2020-01-09,2016-08-01,好过教育是一家致力于移动互联网在线教育的公司，重度垂直、深耕职业教师资格证考试学习，打造专业的教师资格证学习考试平台。,教育,天津,种子轮,1256,https://cdn.itjuzi.com/images/3dd93ba364577c05a120693f7d35b9fa.gif,教育、职业教育、移动互联网教育、泛教育,烧钱、融资能力不足、行业竞争
学成旅游网,2020-01-09,2014-06-01,学成旅游网是一家主打大学生旅游市场的旅游公司。学成旅游网以80、90后为主要目标人群，不断推出适合年轻人口味的精彩、刺激、互动、实惠的路线产品。,旅游,广东,尚未获投,2048,https://cdn.itjuzi.com/images/03ea134c495948eb445d003164b05f45.png,服务、旅游、主题特色游、旅游服务,烧钱、融资能力不足、行业竞争
格桑梦工场,2020-01-09,2015-09-01,格桑梦工场是一个创业服务提供商，主要服务创客，为创客解决人才供应链和资金供应链问题，实现人、资金和项目的无缝连接。,企业服务,广东,尚未获投,1591,https://cdn.itjuzi.com/images/215a7588ee4f080b2a5ef6ff58dcf5af.png,创业服务、服务、企业服务、综合企业服务,烧钱、营销不足
e葱金融,2020-01-09,2015-09-01,e葱金融是一家基于线下一线城市房地产赎楼贷款业务的线上借贷撮合平台。专注于一二线城市的房地产交易中的临时性金融需求，目前以深圳区域为主。,金融,广东,天使轮,1591,https://cdn.itjuzi.com/images/3fcda343c0ac7390fffa8cacf0e37ef3.png,金融、房产服务、房产金融、借贷、房产家居、借贷平台,政策监管、法律法规风险
东方车盟,2020-01-09,2015-07-01,是一站式汽车配件交易平台，为车主提供维修保养，汽车检测，事故救援，事故理赔，二手车交易，汽车金融等服务。,汽车交通,浙江,尚未获投,1653,https://cdn.itjuzi.com/images/abd71ed6ba40a52f565803d4ff3ad3a5.jpg,汽车保养、汽车配件、汽车交通、二手车、汽车后服务、车主服务、汽车金融、汽车综合服务、维修服务、车主工具及服务、二手车金融、汽车交易、汽车后市场、行,烧钱、行业竞争
拨浪鼓回收,2020-01-09,2018-05-01,拨浪鼓回收是一个基于O2O的再生资源回收应用。提供多品类的再生废品回收服务，囊括了：废金属、废塑料、旧织物、废报纸等品类。致力于推广“干湿分离”的垃圾分类新模式，为居民提供优质的价格和体验，同时，帮助政府解决居民垃圾减量化、资源化、无害化。隶属于择晨保定环保科技有限公司。,本地生活,河北,尚未获投,618,https://cdn.itjuzi.com/images/e1ed9e0f10c8b0980a0a2fe983f110bd.png,分类信息、APP、本地生活、其他生活服务、生活服务、回收服务,烧钱、行业竞争
首润汇金,2020-01-08,2016-05-01,"首润汇金母公司为深圳市前海首润投资管理有限公司，前海首润为前海股权交易中心旗下的子公司，是一家在国家金融政策要求背景下应运而生的金融投资公司。公司位于深交所40楼，2016年取得私募基金牌照，是一家集股权投资、并购重组、产业基金 、定向增发、市值管理、政府融资为一体的阳光私募公司。
",金融,广东,尚未获投,1347,https://cdn.itjuzi.com/images/47d27d2727fbebe399fbc00f5490899d.png,金融、基金、投融资、股权投资、投资理财、企业股权,政策监管、法律法规风险
鱼池f2pool,2020-01-08,2014-12-01,鱼池f2pool是全球最大的综合性矿池，提供比特币，莱特币，以太坊，零币等数字货币挖矿服务。隶属于北京纯动信息科技有限公司。,区块链,北京,尚未获投,1864,https://cdn.itjuzi.com/images/3bded0d7faf4a95860b09560f1777a45.png,Fintech金融科技、金融、虚拟货币、数字货币,政策监管、法律法规风险
VC浏览器,2020-01-08,2013-08-01,VC浏览器是一款手机浏览器应用。北京四象联创网络技术有限公司旗下产品，此前还开发了桔子浏览器等产品。,工具软件,北京,尚未获投,2351,https://cdn.itjuzi.com/images/62d156e372f0e3c802525b8e3ea0e6d5.png,移动搜索、工具软件、搜索引擎、浏览器、系统工具,烧钱、定价/成本问题
贝果偲,2020-01-08,2012-03-01,贝果偲，是一家品牌策划方案提供商，致力于企业定制品牌形象策略、 市场研究、 品牌构建、 新媒体策划执行以及品牌传播。,广告营销,上海,尚未获投,2869,https://cdn.itjuzi.com/images/70af20aa734409499d73de3455e714cb.png,广告营销、整合营销传播、品牌营销,烧钱、融资能力不足、行业竞争
好空间,2020-01-08,2016-05-01,好空间是一家互联网家装主材销售公司，隶属于荣斐科技。该公司专注于家装建材供应链，为中小型家装公司提供建材解决方案服务。提供八大一线主材品牌，核心产品包括地板、卫浴、橱柜等。,房产服务,北京,不明确,1347,https://cdn.itjuzi.com/images/2021e73a59a6e4b3627d99b5e67c127c.png,建材、家具家居、供应链、解决方案、房产服务、装修装潢、装修攻略、家具/家居、房产家居、装修服务、装修O2O、住、互联网家装,烧钱、融资能力不足、行业竞争
理客财富,2020-01-08,2015-09-01,理客财富是一家智能财富管理平台及互联网中产私人银行，致力于构建智能投资模型+人工理财顾问有效结合的双重服务模式，为用户提供专业、中立、智能的理财咨询服务。,金融,广东,种子轮,1590,https://cdn.itjuzi.com/images/939657dda921ae4576246b9991977ca0.jpg,Fintech金融科技、人工智能、数据服务、财富管理、金融、理财、智能投顾、数据平台、资产管理、理财平台、投资顾问、银行、金融机构、投资理财、智能金融、新基建,烧钱、行业竞争
魁斗思维,2020-01-07,2009-11-01,魁斗思维是一家专注为8-18岁学生，提供思维逻辑开发训练的在线教育平台。其采用一对对或一对多小班在线直播互动模式及自主研发的课程，帮助儿童有效学习掌握逻辑思维方法，并在互动实践中提升儿童的大脑思维运用能力、分析能力、精神专注力等核心基础能力。,教育,广东,Pre-A轮,3719,https://cdn.itjuzi.com/images/faa7c4764dc8ed700320edaa003edb00.png,教育、教育综合服务、K12、教育科技、教育直播、泛教育、在线直播小班、数理思维,烧钱、融资能力不足、行业竞争
51购物袋,2020-01-07,2018-12-01,"51购物袋 是一个综合性的电子商业服务平台，能够为企业、个人提供优质的商业活动环境，促进商业活动的效率、保障商业活动的安全性，解决商业交易的诚信度，是杭州泛仕电子商务有限公司旗下产品。
",电子商务,浙江,尚未获投,402,https://cdn.itjuzi.com/images/f4675a9bd234f9c7a62cd1c6c10b4088.png,电子商务、电商解决方案、电商运营服务商、商业智能服务、电商支撑服务,行业竞争
东方虹,2020-01-07,2007-08-01,东方虹是一个医学美容门户网站，提供整形美容行业医生求美者之间的直接对接服务，是一个医学美容资讯交流平台，致力于为用户与医学美容机构之间搭建一个美学交流的平台，隶属于厦门东方虹网络有限公司旗下。,医疗健康,福建,尚未获投,4542,https://cdn.itjuzi.com/images/54bd9b9f0271c85789e169b49fe42daa.png,美容、整容/整形、医疗健康、专科服务、交流平台、匹配对接、互联网医疗、医疗美容、美容整形,烧钱、融资能力不足、行业竞争
米步鲜生,2020-01-07,2017-03-01,米步鲜生是一家外卖代运营服务商，专注于为餐饮老板提供外卖代运营、解决供应链痛点、扩大品牌知名度等服务，并为用户提供商圈测评、用户体验、竞品分析、菜单搭建、店铺体检等外卖运营服务。,本地生活,北京,A轮,1042,https://cdn.itjuzi.com/images/3102cec34b14f3206ea76897cf880d97.png,外卖服务、本地生活、美食餐饮、生活服务、美食外卖、餐饮业、快餐服务,行业竞争
智金泛海,2020-01-07,2014-03-01,智金泛海是一家前沿信息技术和实际金融业务运营服务提供商，面向国内持牌金融机构和互联网金融公司输出AI计算分析能力，提供系统级整体解决方案。在提供完整的实时级风控系统同时，并支持根据客户需求提供数据分析等额外定制服务。在营销获客方面，公司致力于为顶级互联网金融公司提供精细化获客解决方案，用良好的市场效果帮助企业实现运营优化和服务提升。,金融,北京,尚未获投,2138,https://cdn.itjuzi.com/images/e9399891ce9dcb2c56648c17473d7ea1.png,数据服务、金融、借贷、风控、信息技术服务、风险管理、AI技术、金融机构,融资能力不足、行业竞争
恋爱漂流瓶,2020-01-07,2010-11-01,恋爱漂流瓶是一款同城约会交友软件，软件专注于提供异性交友服务，可以在线发送聊天漂流瓶，收到漂流瓶以后可以回复信息，支持语音聊天功能，软件隐藏电话号码以保护个人隐私，隶属于太原盖虎科技有限公司旗下。,社交网络,山西,尚未获投,3354,https://cdn.itjuzi.com/images/c8fec0215e8105b1ed570de047b2504a.png,同城交友、陌生人交友、社交网络、陌生人社交、语音社交、同城社交,产品入场时机、烧钱、行业竞争
腾霄科技,2020-01-07,2016-03-01,腾霄科技是一个游戏开发商，公司专注于网页游戏、手机游戏的研发。目前页游业务包括MMORPG页游与H5游戏。,游戏,广东,尚未获投,1407,https://cdn.itjuzi.com/images/a620284dd538753cc6965984223fab31.png,游戏开发商、角色扮演RPG、H5游戏、手机游戏、网页游戏、CosPlay、网络游戏、游戏/电竞、网页游戏（页游）,烧钱、行业竞争
皮在痒,2020-01-07,2018-05-01,“皮在痒”是一个内容协同创作平台，在APP和小程序中，用户可以续写自己感兴趣的故事，也可以发起新的故事，让其他用户续写。,文娱传媒,北京,天使轮,616,https://cdn.itjuzi.com/images/75e9de71927981c63d663304b157ab72.png,内容生产,烧钱、融资能力不足、行业竞争
众创社群,2020-01-07,2013-12-01,"北京众创社群科技有限公司是一家聚集中国分享力精英的社群服务机构，设立并运营“分享力精英汇”及其各分子社群。“分享力精英汇”是由一帮不同年龄阶段的精英会员组成的自发社群。
",本地生活,北京,尚未获投,2228,https://cdn.itjuzi.com/images/2eefd6b58221b1f027bb779d5c71b5ca.png,本地生活、小区服务、生活服务,烧钱、行业竞争
wonderlot,2020-01-07,2014-05-01,"wonderlot是一个方便来华外国朋友搜索附近餐厅、了解中国美食和分享美味时刻的工具，旨在解决来华外国用户语言不通，找不到附近的餐厅，进了餐厅也不知道该点什么的问题。
",工具软件,上海,天使轮,2077,https://cdn.itjuzi.com/images/8e88b9e73178934696a63cbbc7e2a438.png,点评、O2O、美食社区、工具软件、消费生活,烧钱、融资能力不足、行业竞争
马蹄圈,2020-01-07,2013-12-01,马蹄圈是一家物流企业和货车司机之间的链接者和服务提供商，致力于打造全场景一站式物流云平台，以提高物流业务协同效率，降低企业和司机的管理和营运成本，旗下有一款为物流企业和货车司机量身打造的一款行业软件运东东APP。,物流,广东,尚未获投,2228,https://cdn.itjuzi.com/images/c357ba16c2ca9062af6c9cffec991770.png,货运物流、物流、物流平台、物流服务、服务提供商、物流运输、物流支持服务,烧钱、行业竞争
51空中艺术馆,2020-01-06,2015-04-01,51空中艺术馆是首个为爱好艺术的大众及各类机构，提供3D展馆的大众艺术线上展示平台，旨在激励每个爱好艺术的人实现自己的艺术理想。,文娱传媒,北京,天使轮,1741,https://cdn.itjuzi.com/images/8acfc69249c70d8efa0a9761d05e24a2.png,外包、平台、艺术、其他文娱服务、企业服务、VR内容、文化娱乐、AR内容、文娱传媒、VR·AR、社交、文化艺术、文学、兴趣社交、会展服务、VR/AR、VR/AR内容、VR/AR社交、艺术平台,现金流断裂、融资能力不足
乐悠悠,2020-01-06,2015-10-01,乐悠悠是一家综合性电子商务销售平台，主要涵盖流行百货、家电厨卫、精品电器、美容美妆、食品保健等领域，隶属于重庆易享道科技有限公司。,电子商务,重庆,不明确,1558,https://cdn.itjuzi.com/images/a072609d2010ae9bb0d6bd2d438e311f.png,食品、零售商超、美业、电子商务、化妆品、综合电商、消费电子、购物社区、化妆品电商、零售/新零售、百货商场,烧钱、融资能力不足、行业竞争
